device,hiddenSize,windowLength,batchSize,learningRate,epoch,trainLoss,esLoss,esLossBaseline,epochSeconds
E,60,60,64,0.003,50,2.38813334,0.04305336,0.33073587,22.5
E,60,60,64,0.003,51,1.87408461,0.02462580,0.33073587,22.3
E,60,60,64,0.003,52,2.26004579,0.04606376,0.33073587,22.4
E,60,60,64,0.003,53,1.70612734,0.02764057,0.33073587,22.6
E,60,60,64,0.003,54,1.56635323,0.04110186,0.33073587,22.5
E,60,60,64,0.003,55,1.09913861,0.02825511,0.33073587,22.6
E,60,60,64,0.003,56,1.24048720,0.03208716,0.33073587,22.7
E,60,60,64,0.003,57,1.39821311,0.02973198,0.33073587,22.5
E,60,60,64,0.003,58,1.23083699,0.02384549,0.33073587,22.7
E,60,60,64,0.003,59,0.90724008,0.02812601,0.33073587,22.7
E,60,60,64,0.003,60,0.83542169,0.02426155,0.33073587,22.6
E,60,60,64,0.001,1,36.03059909,0.43171669,0.33073587,22.5
E,60,60,64,0.001,2,20.03655174,0.30209183,0.33073587,22.6
E,60,60,64,0.001,3,19.91934583,0.25450112,0.33073587,22.7
E,60,60,64,0.001,4,14.20069350,0.16318321,0.33073587,22.3
E,60,60,64,0.001,5,11.08253948,0.13262895,0.33073587,22.7
E,60,60,64,0.001,6,5.81740453,0.18749757,0.33073587,22.4
E,60,60,64,0.001,7,5.00972490,0.09580135,0.33073587,22.5
E,60,60,64,0.001,8,5.14528871,0.15208202,0.33073587,22.7
E,60,60,64,0.001,9,4.59093115,0.06408259,0.33073587,22.6
E,60,60,64,0.001,10,3.67801610,0.09036834,0.33073587,22.5
E,60,60,64,0.001,11,3.43954717,0.06247213,0.33073587,22.4
E,60,60,64,0.001,12,3.31845875,0.06608224,0.33073587,22.8
E,60,60,64,0.001,13,3.41078649,0.05133274,0.33073587,22.4
E,60,60,64,0.001,14,3.86185998,0.05475844,0.33073587,22.5
E,60,60,64,0.001,15,3.64232663,0.03538019,0.33073587,22.5
E,60,60,64,0.001,16,4.11584856,0.07796649,0.33073587,22.5
E,60,60,64,0.001,17,4.03212889,0.04679728,0.33073587,22.9
E,60,60,64,0.001,18,4.73668118,0.09867155,0.33073587,22.4
E,60,60,64,0.001,19,3.86605581,0.03849155,0.33073587,22.6
E,60,60,64,0.001,20,3.56564167,0.08687614,0.33073587,22.5
E,60,60,64,0.001,21,2.49113246,0.03819162,0.33073587,22.4
E,60,60,64,0.001,22,1.88173699,0.04705609,0.33073587,22.6
E,60,60,64,0.001,23,1.54456110,0.02984377,0.33073587,22.4
E,60,60,64,0.001,24,1.33874761,0.03549506,0.33073587,22.6
E,60,60,64,0.001,25,1.24330730,0.02625259,0.33073587,22.5
E,60,60,64,0.001,26,1.17226928,0.03251900,0.33073587,22.1
E,60,60,64,0.001,27,1.19151677,0.02477185,0.33073587,22.6
E,60,60,64,0.001,28,1.21945824,0.03503356,0.33073587,22.6
E,60,60,64,0.001,29,1.34426790,0.02456403,0.33073587,22.5
E,60,60,64,0.001,30,1.48790518,0.03530968,0.33073587,22.7
E,60,60,64,0.001,31,1.82221877,0.03540502,0.33073587,22.5
E,60,60,64,0.001,32,2.98667868,0.03400686,0.33073587,22.5
E,60,60,64,0.001,33,4.25236609,0.11663365,0.33073587,22.6
E,60,60,64,0.001,34,4.31813220,0.04246083,0.33073587,22.6
E,60,60,64,0.001,35,4.46711810,0.07680309,0.33073587,22.6
E,60,60,64,0.001,36,3.25339475,0.03720980,0.33073587,22.5
E,60,60,64,0.001,37,2.03033520,0.03382131,0.33073587,22.6
E,60,60,64,0.001,38,1.48541448,0.02831004,0.33073587,22.4
E,60,60,64,0.001,39,1.33412044,0.02421131,0.33073587,22.5
E,60,60,64,0.001,40,1.27051703,0.02651903,0.33073587,22.7
E,60,60,64,0.001,41,1.45143334,0.02558357,0.33073587,22.8
E,60,60,64,0.001,42,1.64346572,0.03166698,0.33073587,22.5
E,60,60,64,0.001,43,1.93709870,0.02633076,0.33073587,22.8
E,60,60,64,0.001,44,1.80614787,0.02750298,0.33073587,22.6
E,60,60,64,0.001,45,1.35598674,0.02316077,0.33073587,22.5
E,60,60,64,0.001,46,1.14909621,0.02345970,0.33073587,22.5
E,60,60,64,0.001,47,0.93382460,0.02245222,0.33073587,22.3
E,60,60,64,0.001,48,0.81615254,0.02140164,0.33073587,22.8
E,60,60,64,0.001,49,0.75996460,0.02333939,0.33073587,22.6
E,60,60,64,0.001,50,0.76040338,0.02020291,0.33073587,22.6
E,60,60,64,0.001,51,0.83009564,0.02726326,0.33073587,22.6
E,60,60,64,0.001,52,0.96101958,0.01966139,0.33073587,22.4
E,60,60,64,0.001,53,1.21975223,0.03451126,0.33073587,22.7
E,60,60,64,0.001,54,1.28428980,0.01891058,0.33073587,22.6
E,60,60,64,0.001,55,1.39508106,0.03308229,0.33073587,22.5
E,60,60,64,0.001,56,1.19082888,0.02206708,0.33073587,22.6
E,60,60,64,0.001,57,1.28435173,0.02668819,0.33073587,22.5
E,60,60,64,0.001,58,1.14914541,0.02720764,0.33073587,22.7
E,60,60,64,0.001,59,1.48856086,0.02808027,0.33073587,22.5
E,60,60,64,0.001,60,1.54377766,0.02889754,0.33073587,22.6
