device,hiddenSize,windowLength,batchSize,learningRate,epoch,trainLoss,esLoss,esLossBaseline,epochSeconds
C,60,60,64,0.001,58,1.77495880,0.15963374,1.01141195,8.3
C,60,60,64,0.001,59,2.05474275,0.18476077,1.01141195,8.0
C,60,60,64,0.001,60,2.31136635,0.18484974,1.01141195,8.2
C,60,60,64,0.001,61,2.73761276,0.17230657,1.01141195,8.2
C,60,60,64,0.001,62,2.99039774,0.18837932,1.01141195,8.3
C,60,60,64,0.001,63,2.55445015,0.15281655,1.01141195,8.3
C,60,60,64,0.001,64,2.66046867,0.18788192,1.01141195,7.9
C,60,60,64,0.001,65,2.55901297,0.15386793,1.01141195,8.2
C,60,60,64,0.001,66,1.72639907,0.16631212,1.01141195,8.3
C,60,60,64,0.001,67,1.58742544,0.16501918,1.01141195,8.2
C,60,60,64,0.001,68,1.29677238,0.15701846,1.01141195,8.2
C,60,60,64,0.001,69,1.23557090,0.16907319,1.01141195,8.0
C,60,60,64,0.001,70,1.12001695,0.15243792,1.01141195,8.2
C,60,60,64,0.001,71,1.09652334,0.16629056,1.01141195,8.2
C,60,60,64,0.001,72,1.05972867,0.14914035,1.01141195,8.4
C,60,60,64,0.001,73,1.12352017,0.16597934,1.01141195,8.2
C,60,60,64,0.001,74,1.14494472,0.14884517,1.01141195,8.2
C,60,60,64,0.001,75,1.29989918,0.16744020,1.01141195,7.9
C,60,60,64,0.001,76,1.32898934,0.15547700,1.01141195,8.4
C,60,60,64,0.001,77,1.42193102,0.16236462,1.01141195,8.2
C,60,60,64,0.001,78,1.22666054,0.15630253,1.01141195,8.2
C,60,60,64,0.001,79,1.15904592,0.15798848,1.01141195,8.2
C,60,60,64,0.001,80,1.00393124,0.15346193,1.01141195,8.0
C,60,60,64,0.001,81,0.97158755,0.15603996,1.01141195,8.4
C,60,60,64,0.001,82,0.90422195,0.15209530,1.01141195,8.1
C,60,60,64,0.001,83,0.94413113,0.15382754,1.01141195,8.2
C,60,60,64,0.001,84,0.93552807,0.15265281,1.01141195,8.2
C,60,60,64,0.001,85,1.04962479,0.15276079,1.01141195,8.4
C,60,60,64,0.001,86,1.07882770,0.15784427,1.01141195,7.9
C,60,60,64,0.001,87,1.26888079,0.15308141,1.01141195,8.2
C,60,60,64,0.001,88,1.44141791,0.16544618,1.01141195,8.2
C,60,60,64,0.001,89,1.69881965,0.15039973,1.01141195,8.4
C,60,60,64,0.001,90,2.00143063,0.18124971,1.01141195,8.2
C,60,60,64,0.001,91,1.87824618,0.14354830,1.01141195,8.2
C,60,60,64,0.001,92,1.98713471,0.18603847,1.01141195,8.1
C,60,60,64,0.001,93,2.00218805,0.15456206,1.01141195,8.3
C,60,60,64,0.001,94,3.45530032,0.20161020,1.01141195,8.2
C,60,60,64,0.001,95,2.53568356,0.18659701,1.01141195,8.1
C,60,60,64,0.001,96,6.29725667,0.21339454,1.01141195,8.3
C,60,60,64,0.001,97,5.10709187,0.24744334,1.01141195,7.9
C,60,60,64,0.001,98,4.39830477,0.16956817,1.01141195,8.4
C,60,60,64,0.001,99,2.67086583,0.21404365,1.01141195,8.2
C,60,60,64,0.001,100,2.61551952,0.17526847,1.01141195,8.4
C,90,60,64,0.001,1,49.94535657,0.79470669,1.01141195,11.0
C,90,60,64,0.001,2,25.31418477,0.46522155,1.01141195,10.8
C,90,60,64,0.001,3,16.28167813,0.41989560,1.01141195,10.5
C,90,60,64,0.001,4,13.30003360,0.41686636,1.01141195,11.0
C,90,60,64,0.001,5,11.62201082,0.32051590,1.01141195,11.0
C,90,60,64,0.001,6,14.44915165,0.42587352,1.01141195,10.8
C,90,60,64,0.001,7,10.42652263,0.30007642,1.01141195,11.0
C,90,60,64,0.001,8,10.55458120,0.44851831,1.01141195,11.0
C,90,60,64,0.001,9,11.63246275,0.33839981,1.01141195,10.6
C,90,60,64,0.001,10,15.61841853,0.37788508,1.01141195,11.0
C,90,60,64,0.001,11,12.26529215,0.25301707,1.01141195,11.1
C,90,60,64,0.001,12,12.88410729,0.32181503,1.01141195,10.8
C,90,60,64,0.001,13,6.73175093,0.27046117,1.01141195,11.0
C,90,60,64,0.001,14,5.53794675,0.27224349,1.01141195,10.6
C,90,60,64,0.001,15,4.23451457,0.20492799,1.01141195,10.9
C,90,60,64,0.001,16,4.47206436,0.24956837,1.01141195,11.0
C,90,60,64,0.001,17,5.45338612,0.20912481,1.01141195,10.9
C,90,60,64,0.001,18,8.12995017,0.26485294,1.01141195,11.0
C,90,60,64,0.001,19,11.51649622,0.33163050,1.01141195,10.8
C,90,60,64,0.001,20,5.91297777,0.23444522,1.01141195,10.6
C,90,60,64,0.001,21,7.50825147,0.30993167,1.01141195,10.9
C,90,60,64,0.001,22,4.76373006,0.19496896,1.01141195,11.0
C,90,60,64,0.001,23,3.20212573,0.20723208,1.01141195,10.9
C,90,60,64,0.001,24,4.05685846,0.20756945,1.01141195,10.9
C,90,60,64,0.001,25,3.35200181,0.16439954,1.01141195,10.5
C,90,60,64,0.001,26,5.20645077,0.26912552,1.01141195,10.9
C,90,60,64,0.001,27,4.15416683,0.20246634,1.01141195,11.0
C,90,60,64,0.001,28,5.03477536,0.21125858,1.01141195,11.0
C,90,60,64,0.001,29,2.67264373,0.16580140,1.01141195,11.0
C,90,60,64,0.001,30,2.27554758,0.16955556,1.01141195,11.0
C,90,60,64,0.001,31,1.83223186,0.15859951,1.01141195,10.6
C,90,60,64,0.001,32,1.63245878,0.17036653,1.01141195,11.0
C,90,60,64,0.001,33,1.52091957,0.15102249,1.01141195,11.0
C,90,60,64,0.001,34,1.49444988,0.16585187,1.01141195,11.0
C,90,60,64,0.001,35,1.64751546,0.14596816,1.01141195,10.8
C,90,60,64,0.001,36,1.95704061,0.18139658,1.01141195,10.5
C,90,60,64,0.001,37,2.05033381,0.14739547,1.01141195,11.0
C,90,60,64,0.001,38,2.04234469,0.17223145,1.01141195,11.1
C,90,60,64,0.001,39,1.69005628,0.14852948,1.01141195,10.8
C,90,60,64,0.001,40,1.56796987,0.14944065,1.01141195,11.0
C,90,60,64,0.001,41,1.52209139,0.15410353,1.01141195,10.8
C,90,60,64,0.001,42,1.62259731,0.14207759,1.01141195,10.6
C,90,60,64,0.001,43,1.83063003,0.16817991,1.01141195,10.9
C,90,60,64,0.001,44,1.76268436,0.13807190,1.01141195,11.0
C,90,60,64,0.001,45,1.74107072,0.16987582,1.01141195,11.0
C,90,60,64,0.001,46,1.42571464,0.13659830,1.01141195,10.8
C,90,60,64,0.001,47,1.35649869,0.16064141,1.01141195,11.0
C,90,60,64,0.001,48,1.23834343,0.13471261,1.01141195,10.6
C,90,60,64,0.001,49,1.24206667,0.15488271,1.01141195,10.9
C,90,60,64,0.001,50,1.17491914,0.13102943,1.01141195,10.8
C,90,60,64,0.001,51,1.20157947,0.15476353,1.01141195,11.0
C,90,60,64,0.001,52,1.16314258,0.12718037,1.01141195,10.9
C,90,60,64,0.001,53,1.33311415,0.16936775,1.01141195,11.0
C,90,60,64,0.001,54,1.66264447,0.13657607,1.01141195,10.6
C,90,60,64,0.001,55,2.16733487,0.17671935,1.01141195,10.8
C,90,60,64,0.001,56,2.24390203,0.14031775,1.01141195,10.8
C,90,60,64,0.001,57,3.83351264,0.16082573,1.01141195,10.9
C,90,60,64,0.001,58,7.26019536,0.16725052,1.01141195,10.8
C,90,60,64,0.001,59,5.23789480,0.17177003,1.01141195,10.8
C,90,60,64,0.001,60,4.77153878,0.21897283,1.01141195,10.5
C,90,60,64,0.001,61,4.72468836,0.18184158,1.01141195,10.8
C,90,60,64,0.001,62,3.82287928,0.21951923,1.01141195,11.0
C,90,60,64,0.001,63,3.60717823,0.16405885,1.01141195,11.0
C,90,60,64,0.001,64,5.53531815,0.22066783,1.01141195,11.0
C,90,60,64,0.001,65,3.69181837,0.16149295,1.01141195,11.0
C,90,60,64,0.001,66,3.76447854,0.17133415,1.01141195,10.6
C,90,60,64,0.001,67,3.61212782,0.15281558,1.01141195,11.0
C,90,60,64,0.001,68,2.67531860,0.14487984,1.01141195,11.0
C,90,60,64,0.001,69,2.46997241,0.17517383,1.01141195,11.0
C,90,60,64,0.001,70,2.06935657,0.14210833,1.01141195,10.9
C,90,60,64,0.001,71,1.91709216,0.16149400,1.01141195,10.5
C,90,60,64,0.001,72,1.62564104,0.14045882,1.01141195,10.8
C,40,120,64,0.001,1,164.60735512,0.77709133,1.01141195,6.8
C,40,120,64,0.001,2,101.04924736,0.61618449,1.01141195,6.6
C,40,120,64,0.001,3,68.79583721,0.52951654,1.01141195,6.7
C,40,120,64,0.001,4,50.58706520,0.48355314,1.01141195,6.6
C,40,120,64,0.001,5,39.25806053,0.47149146,1.01141195,6.7
C,40,120,64,0.001,6,31.68407572,0.46443327,1.01141195,6.6
C,40,120,64,0.001,7,26.48260242,0.50651838,1.01141195,6.5
C,40,120,64,0.001,8,22.78411884,0.43628366,1.01141195,6.3
C,40,120,64,0.001,9,19.06248098,0.43031671,1.01141195,6.5
C,40,120,64,0.001,10,16.41212755,0.42589815,1.01141195,6.8
C,40,120,64,0.001,11,14.32301464,0.42803130,1.01141195,6.5
C,40,120,64,0.001,12,12.96815859,0.41624658,1.01141195,6.6
C,40,120,64,0.001,13,12.44096171,0.42995734,1.01141195,6.8
C,40,120,64,0.001,14,12.95496375,0.40626437,1.01141195,6.6
C,40,120,64,0.001,15,12.05769317,0.42669266,1.01141195,6.6
C,40,120,64,0.001,16,10.64914991,0.40218655,1.01141195,6.3
C,40,120,64,0.001,17,9.10148775,0.41379220,1.01141195,6.8
C,40,120,64,0.001,18,8.50595139,0.38529017,1.01141195,6.8
C,40,120,64,0.001,19,8.39771716,0.40664885,1.01141195,6.6
C,40,120,64,0.001,20,8.82288590,0.37285474,1.01141195,6.8
C,40,120,64,0.001,21,8.49907653,0.37606985,1.01141195,6.6
C,40,120,64,0.001,22,8.72243158,0.35736632,1.01141195,6.8
C,40,120,64,0.001,23,8.43970427,0.36427625,1.01141195,6.8
C,40,120,64,0.001,24,7.24485844,0.34750892,1.01141195,6.3
C,40,120,64,0.001,25,6.22099158,0.34465462,1.01141195,6.8
C,40,120,64,0.001,26,5.91350858,0.34085408,1.01141195,6.8
C,40,120,64,0.001,27,5.58695335,0.33021225,1.01141195,6.6
C,40,120,64,0.001,28,5.25839225,0.32516018,1.01141195,6.6
C,40,120,64,0.001,29,5.06329213,0.31557001,1.01141195,6.6
C,40,120,64,0.001,30,4.83449205,0.31332552,1.01141195,6.6
C,40,120,64,0.001,31,4.67258157,0.30443950,1.01141195,6.8
C,40,120,64,0.001,32,4.52625910,0.30568029,1.01141195,6.8
C,40,120,64,0.001,33,4.41301023,0.29519621,1.01141195,6.6
C,40,120,64,0.001,34,4.32384923,0.30164682,1.01141195,6.5
C,40,120,64,0.001,35,4.32365047,0.28710548,1.01141195,6.8
C,40,120,64,0.001,36,4.50363483,0.30670490,1.01141195,6.6
C,40,120,64,0.001,37,4.85005700,0.28384968,1.01141195,6.6
C,40,120,64,0.001,38,5.82557342,0.30048270,1.01141195,6.6
C,40,120,64,0.001,39,5.78930453,0.28686774,1.01141195,6.6
C,40,120,64,0.001,40,5.23071696,0.28301870,1.01141195,6.8
C,40,120,64,0.001,41,5.07379519,0.27667281,1.01141195,6.8
C,40,120,64,0.001,42,5.14795800,0.29381359,1.01141195,6.8
C,40,120,64,0.001,43,6.10346757,0.27199356,1.01141195,6.3
C,40,120,64,0.001,44,4.86478707,0.27798432,1.01141195,6.6
C,40,120,64,0.001,45,4.42713560,0.27455383,1.01141195,6.6
C,40,120,64,0.001,46,4.03673702,0.27289853,1.01141195,6.8
C,40,120,64,0.001,47,3.65338126,0.26994473,1.01141195,6.8
C,40,120,64,0.001,48,3.31103698,0.26228613,1.01141195,6.8
C,40,120,64,0.001,49,3.16545305,0.26529724,1.01141195,6.6
C,40,120,64,0.001,50,3.08007942,0.25839504,1.01141195,6.8
C,40,120,64,0.001,51,3.01793501,0.25826602,1.01141195,6.8
C,40,120,64,0.001,52,2.97003425,0.25599510,1.01141195,6.3
C,40,120,64,0.001,53,2.94676042,0.25503043,1.01141195,6.6
C,40,120,64,0.001,54,2.96394208,0.25344964,1.01141195,6.6
C,40,120,64,0.001,55,3.09033670,0.25140463,1.01141195,6.6
C,40,120,64,0.001,56,3.26967570,0.25407910,1.01141195,6.7
C,40,120,64,0.001,57,3.40694471,0.24701699,1.01141195,6.6
C,40,120,64,0.001,58,3.27117594,0.25283424,1.01141195,6.6
C,40,120,64,0.001,59,3.20170804,0.24242754,1.01141195,6.6
C,40,120,64,0.001,60,3.26274639,0.25539885,1.01141195,6.3
C,40,120,64,0.001,61,3.36840904,0.24252261,1.01141195,6.8
C,40,120,64,0.001,62,3.09342994,0.24802002,1.01141195,6.6
C,40,120,64,0.001,63,3.18626840,0.24384305,1.01141195,6.8
C,40,120,64,0.001,64,3.25093369,0.24326884,1.01141195,6.8
C,40,120,64,0.001,65,3.70360972,0.23538956,1.01141195,6.8
C,40,120,64,0.001,66,3.90797415,0.23592618,1.01141195,6.8
C,40,120,64,0.001,67,3.55905437,0.22446011,1.01141195,6.6
C,40,120,64,0.001,68,3.20668673,0.23089903,1.01141195,6.3
C,40,120,64,0.001,69,2.77942000,0.22298847,1.01141195,6.9
C,40,120,64,0.001,70,2.64249426,0.22833855,1.01141195,6.8
C,40,120,64,0.001,71,2.65213220,0.22346471,1.01141195,6.8
C,40,120,64,0.001,72,2.81799873,0.22892552,1.01141195,6.8
C,40,120,64,0.001,73,2.99701774,0.22315982,1.01141195,6.9
C,40,120,64,0.001,74,2.99290299,0.22763052,1.01141195,6.8
C,40,120,64,0.001,75,2.70548606,0.21927615,1.01141195,6.8
C,40,120,64,0.001,76,2.49082189,0.22544727,1.01141195,6.3
C,40,120,64,0.001,77,2.45166785,0.21720404,1.01141195,6.6
C,40,120,64,0.001,78,2.45805822,0.22483418,1.01141195,6.6
C,40,120,64,0.001,79,2.47130824,0.21582605,1.01141195,6.8
C,40,120,64,0.001,80,2.40882099,0.22185346,1.01141195,6.8
C,40,120,64,0.001,81,2.40679979,0.21454520,1.01141195,6.8
C,40,120,64,0.001,82,2.42343860,0.21920595,1.01141195,6.6
C,40,120,64,0.001,83,2.49542493,0.21297306,1.01141195,6.6
C,40,120,64,0.001,84,2.67956972,0.21794433,1.01141195,6.3
C,40,120,64,0.001,85,2.87303591,0.21622396,1.01141195,6.8
C,40,120,64,0.001,86,3.30213502,0.21601102,1.01141195,6.8
C,40,120,64,0.001,87,3.12983828,0.21735999,1.01141195,6.6
C,40,120,64,0.001,88,2.96493087,0.21205252,1.01141195,6.8
C,40,120,64,0.001,89,2.67182750,0.21674340,1.01141195,6.6
C,40,120,64,0.001,90,2.68703855,0.20982192,1.01141195,6.8
C,40,120,64,0.001,91,2.54869699,0.21423661,1.01141195,6.6
C,40,120,64,0.001,92,2.51564432,0.20806535,1.01141195,6.5
C,40,120,64,0.001,93,2.27204533,0.21303615,1.01141195,6.3
C,40,120,64,0.001,94,2.15721792,0.20746668,1.01141195,6.6
C,40,120,64,0.001,95,2.15086848,0.21268152,1.01141195,6.6
C,40,120,64,0.001,96,2.26332843,0.20604195,1.01141195,6.8
C,40,120,64,0.001,97,2.36696376,0.21430646,1.01141195,6.5
C,40,120,64,0.001,98,2.61483116,0.20538719,1.01141195,6.6
C,40,120,64,0.001,99,2.41156801,0.20954287,1.01141195,6.6
C,40,120,64,0.001,100,2.33771616,0.20670574,1.01141195,6.8
C,60,120,64,0.001,1,136.34423035,0.70085030,1.01141195,8.2
C,60,120,64,0.001,2,64.41098923,0.54129942,1.01141195,7.9
C,60,120,64,0.001,3,41.10508076,0.46948677,1.01141195,8.1
C,60,120,64,0.001,4,29.34595482,0.45280608,1.01141195,8.3
C,60,120,64,0.001,5,24.43623470,0.44035055,1.01141195,8.2
C,60,120,64,0.001,6,16.67216290,0.42471987,1.01141195,8.2
C,60,120,64,0.001,7,13.44339716,0.39778235,1.01141195,8.4
C,60,120,64,0.001,8,10.82724238,0.37231414,1.01141195,8.2
C,60,120,64,0.001,9,9.51763530,0.35367139,1.01141195,8.5
C,60,120,64,0.001,10,8.62945042,0.30028299,1.01141195,8.2
C,60,120,64,0.001,11,9.11554311,0.38326763,1.01141195,7.9
C,60,120,64,0.001,12,11.19490232,0.26709986,1.01141195,8.4
C,60,120,64,0.001,13,12.66951472,0.28776339,1.01141195,8.4
C,60,120,64,0.001,14,11.52743483,0.25076367,1.01141195,8.2
C,60,120,64,0.001,15,13.66328976,0.25806767,1.01141195,8.2
C,60,120,64,0.001,16,7.71635715,0.23531012,1.01141195,8.2
C,60,120,64,0.001,17,8.47079505,0.24865162,1.01141195,8.2
C,60,120,64,0.001,18,13.87136035,0.23106591,1.01141195,8.2
C,60,120,64,0.001,19,10.78555187,0.22409466,1.01141195,7.9
C,60,120,64,0.001,20,6.29837056,0.22816102,1.01141195,8.4
C,60,120,64,0.001,21,5.63376821,0.21752300,1.01141195,8.3
C,60,120,64,0.001,22,4.66085411,0.21386202,1.01141195,8.2
C,60,120,64,0.001,23,4.22526367,0.20689988,1.01141195,8.1
C,60,120,64,0.001,24,3.88081721,0.20583771,1.01141195,8.4
C,60,120,64,0.001,25,3.68946187,0.20172243,1.01141195,8.2
C,60,120,64,0.001,26,3.53216006,0.19528378,1.01141195,8.3
C,60,120,64,0.001,27,3.39652137,0.19386181,1.01141195,8.2
C,60,120,64,0.001,28,3.28906924,0.19093030,1.01141195,7.9
C,60,120,64,0.001,29,3.18742927,0.18882783,1.01141195,8.2
C,60,120,64,0.001,30,3.09692740,0.18600261,1.01141195,8.2
C,60,120,64,0.001,31,3.01355191,0.18454940,1.01141195,8.3
C,60,120,64,0.001,32,2.94133789,0.18144557,1.01141195,8.3
C,60,120,64,0.001,33,2.87037803,0.18094967,1.01141195,8.4
C,60,120,64,0.001,34,2.81458630,0.17726746,1.01141195,8.2
C,60,120,64,0.001,35,2.75685359,0.17857415,1.01141195,8.2
C,60,120,64,0.001,36,2.73583292,0.17287584,1.01141195,8.2
C,60,120,64,0.001,37,2.73087276,0.17962853,1.01141195,8.1
C,60,120,64,0.001,38,2.88155707,0.16947975,1.01141195,8.2
C,60,120,64,0.001,39,3.27335904,0.19179239,1.01141195,8.4
C,60,120,64,0.001,40,4.02927079,0.16956046,1.01141195,8.3
C,60,120,64,0.001,41,4.93933276,0.19475902,1.01141195,8.2
C,60,120,64,0.001,42,4.22918301,0.17395332,1.01141195,8.4
C,60,120,64,0.001,43,4.00244283,0.18099618,1.01141195,8.2
C,60,120,64,0.001,44,3.45202498,0.17811592,1.01141195,8.4
C,60,120,64,0.001,45,3.12046217,0.17484391,1.01141195,7.9
C,60,120,64,0.001,46,2.80761227,0.17424868,1.01141195,8.3
C,60,120,64,0.001,47,2.72059318,0.16521799,1.01141195,8.2
C,60,120,64,0.001,48,2.76523226,0.17256952,1.01141195,8.5
C,60,120,64,0.001,49,2.69415934,0.16100699,1.01141195,8.4
C,60,120,64,0.001,50,2.63651570,0.16870911,1.01141195,8.4
C,60,120,64,0.001,51,2.51761039,0.16065534,1.01141195,8.2
C,60,120,64,0.001,52,2.47796757,0.16168898,1.01141195,8.4
C,60,120,64,0.001,53,2.37744655,0.16028935,1.01141195,8.2
C,60,120,64,0.001,54,2.34785546,0.15588411,1.01141195,8.2
C,60,120,64,0.001,55,2.31417836,0.15972442,1.01141195,8.2
C,60,120,64,0.001,56,2.32896362,0.15372400,1.01141195,8.2
C,60,120,64,0.001,57,2.33490255,0.15795948,1.01141195,8.2
C,60,120,64,0.001,58,2.35322587,0.15575939,1.01141195,8.2
C,60,120,64,0.001,59,2.47590972,0.15548428,1.01141195,8.5
C,60,120,64,0.001,60,2.40399828,0.15654714,1.01141195,8.4
C,60,120,64,0.001,61,2.38439718,0.15453423,1.01141195,7.9
C,60,120,64,0.001,62,2.58537424,0.15833255,1.01141195,8.5
C,60,120,64,0.001,63,2.84071553,0.15465975,1.01141195,8.2
C,60,120,64,0.001,64,2.93833586,0.15922732,1.01141195,8.5
C,60,120,64,0.001,65,2.94229401,0.16640736,1.01141195,8.2
C,60,120,64,0.001,66,2.91087835,0.15343719,1.01141195,8.2
C,60,120,64,0.001,67,2.70843789,0.15654089,1.01141195,8.4
C,60,120,64,0.001,68,2.60939741,0.15713032,1.01141195,8.2
C,60,120,64,0.001,69,2.41627893,0.14924799,1.01141195,8.4
C,60,120,64,0.001,70,2.45480934,0.16114857,1.01141195,8.0
C,60,120,64,0.001,71,2.54705348,0.14753343,1.01141195,8.2
C,60,120,64,0.001,72,2.51209161,0.16276885,1.01141195,8.2
C,60,120,64,0.001,73,2.48918275,0.15158476,1.01141195,8.2
C,60,120,64,0.001,74,2.48472347,0.16501692,1.01141195,8.3
C,60,120,64,0.001,75,2.61959772,0.15630244,1.01141195,8.4
C,60,120,64,0.001,76,2.63635565,0.16781200,1.01141195,8.5
C,60,120,64,0.001,77,2.51117046,0.16167287,1.01141195,8.4
C,60,120,64,0.001,78,2.28125975,0.16597073,1.01141195,8.0
C,60,120,64,0.001,79,2.11158639,0.15337238,1.01141195,8.2
C,60,120,64,0.001,80,2.01928097,0.15803278,1.01141195,8.5
C,60,120,64,0.001,81,1.92186807,0.15435824,1.01141195,8.3
C,60,120,64,0.001,82,1.93149474,0.15402486,1.01141195,8.4
C,60,120,64,0.001,83,1.98248036,0.15280804,1.01141195,8.6
C,60,120,64,0.001,84,1.96912946,0.15348290,1.01141195,8.2
C,60,120,64,0.001,85,1.82653429,0.15035202,1.01141195,8.4
C,60,120,64,0.001,86,1.79090118,0.15340639,1.01141195,8.0
C,60,120,64,0.001,87,1.76759999,0.14875407,1.01141195,8.2
C,60,120,64,0.001,88,1.81212580,0.15004634,1.01141195,8.2
C,60,120,64,0.001,89,1.83833481,0.15050031,1.01141195,8.4
C,60,120,64,0.001,90,2.01933827,0.14823537,1.01141195,8.4
C,60,120,64,0.001,91,2.10203401,0.15320766,1.01141195,8.4
C,90,120,64,0.001,1,119.85111099,0.61947981,1.01141195,11.1
C,90,120,64,0.001,2,50.48629066,0.59324133,1.01141195,11.0
C,90,120,64,0.001,3,30.39180061,0.42296992,1.01141195,10.5
C,90,120,64,0.001,4,27.10637430,0.39919371,1.01141195,10.8
C,90,120,64,0.001,5,22.46030087,0.36902779,1.01141195,10.9
C,90,120,64,0.001,6,17.76726961,0.29781835,1.01141195,10.8
C,90,120,64,0.001,7,14.00958849,0.32300461,1.01141195,11.0
C,90,120,64,0.001,8,11.41358503,0.26935475,1.01141195,11.0
C,90,120,64,0.001,9,8.12616239,0.26811117,1.01141195,10.8
C,90,120,64,0.001,10,6.51876741,0.25473264,1.01141195,10.8
C,90,120,64,0.001,11,5.67213933,0.23356827,1.01141195,10.9
C,90,120,64,0.001,12,4.96602014,0.23062579,1.01141195,10.5
C,90,120,64,0.001,13,4.51711752,0.22690435,1.01141195,10.8
C,90,120,64,0.001,14,4.15730293,0.21591734,1.01141195,11.0
C,90,120,64,0.001,15,4.06736360,0.21000701,1.01141195,10.8
C,90,120,64,0.001,16,4.47389725,0.22054074,1.01141195,11.0
C,90,120,64,0.001,17,6.21224953,0.20399553,1.01141195,10.8
C,90,120,64,0.001,18,11.07345880,0.32435652,1.01141195,11.0
C,90,120,64,0.001,19,6.74284960,0.23360602,1.01141195,10.8
C,90,120,64,0.001,20,7.56804204,0.25504650,1.01141195,10.6
C,90,120,64,0.001,21,6.05427075,0.23778366,1.01141195,10.8
C,90,120,64,0.001,22,5.19349448,0.20945715,1.01141195,10.9
C,90,120,64,0.001,23,4.98983312,0.22457761,1.01141195,10.8
C,90,120,64,0.001,24,5.29168251,0.22330479,1.01141195,11.0
C,90,120,64,0.001,25,5.46187848,0.20108348,1.01141195,10.8
C,90,120,64,0.001,26,4.24578558,0.21170312,1.01141195,11.0
C,90,120,64,0.001,27,3.95494758,0.20129968,1.01141195,10.8
C,90,120,64,0.001,28,3.52560004,0.19444979,1.01141195,10.5
C,90,120,64,0.001,29,3.27847451,0.19337992,1.01141195,10.8
C,90,120,64,0.001,30,2.92555183,0.19438031,1.01141195,10.9
C,90,120,64,0.001,31,2.77872798,0.18829185,1.01141195,11.0
C,90,120,64,0.001,32,2.68176084,0.20177404,1.01141195,11.0
C,90,120,64,0.001,33,2.84139186,0.17884464,1.01141195,10.9
C,90,120,64,0.001,34,3.03095676,0.20584782,1.01141195,11.0
C,90,120,64,0.001,35,2.73535952,0.16950444,1.01141195,10.9
C,90,120,64,0.001,36,2.67790708,0.17748398,1.01141195,10.5
C,90,120,64,0.001,37,2.55568734,0.17761468,1.01141195,10.8
C,90,120,64,0.001,38,2.50474908,0.17078706,1.01141195,11.0
C,90,120,64,0.001,39,2.50849337,0.18165111,1.01141195,10.8
C,90,120,64,0.001,40,2.56644013,0.17236139,1.01141195,11.0
C,90,120,64,0.001,41,2.77294437,0.18644531,1.01141195,10.8
C,90,120,64,0.001,42,3.18457276,0.17726986,1.01141195,10.8
C,90,120,64,0.001,43,3.64619811,0.19254590,1.01141195,10.9
C,90,120,64,0.001,44,4.33688335,0.18842413,1.01141195,11.1
C,90,120,64,0.001,45,3.87449733,0.18120960,1.01141195,10.6
C,90,120,64,0.001,46,4.48615959,0.21179100,1.01141195,10.9
C,90,120,64,0.001,47,3.80707578,0.17857009,1.01141195,10.9
C,90,120,64,0.001,48,3.67150267,0.23578459,1.01141195,10.8
C,90,120,64,0.001,49,3.34268263,0.16026790,1.01141195,10.8
C,90,120,64,0.001,50,3.21766296,0.20435424,1.01141195,11.0
C,90,120,64,0.001,51,2.77209570,0.19104966,1.01141195,10.8
C,90,120,64,0.001,52,2.61434556,0.18554502,1.01141195,10.5
C,90,120,64,0.001,53,2.34977435,0.18416281,1.01141195,11.0
C,90,120,64,0.001,54,2.30932844,0.18354166,1.01141195,11.0
C,90,120,64,0.001,55,2.26497562,0.17803838,1.01141195,11.0
C,90,120,64,0.001,56,2.36000582,0.18613349,1.01141195,10.8
C,90,120,64,0.001,57,2.23812861,0.17863730,1.01141195,10.8
C,90,120,64,0.001,58,2.19953756,0.18094549,1.01141195,11.0
C,90,120,64,0.001,59,2.17823309,0.17777399,1.01141195,10.8
C,90,120,64,0.001,60,2.12692807,0.18553462,1.01141195,10.8
C,90,120,64,0.001,61,2.06532043,0.17849057,1.01141195,10.5
C,90,120,64,0.001,62,2.06221526,0.18861539,1.01141195,10.8
C,90,120,64,0.001,63,2.06633728,0.17982649,1.01141195,10.7
C,90,120,64,0.001,64,2.24117712,0.19349328,1.01141195,11.0
C,90,120,64,0.001,65,2.46250642,0.18122329,1.01141195,11.0
C,90,120,64,0.001,66,2.90579832,0.19958232,1.01141195,10.8
C,90,120,64,0.001,67,2.95737687,0.18313439,1.01141195,11.0
C,90,120,64,0.001,68,2.97206797,0.20182410,1.01141195,10.8
C,90,120,64,0.001,69,2.64528213,0.18599708,1.01141195,10.5
E,40,30,64,0.001,1,20.21765954,0.32265733,0.33073587,6.4
E,40,30,64,0.001,2,11.95669022,0.19687521,0.33073587,6.6
E,40,30,64,0.001,3,6.85049731,0.10032227,0.33073587,6.6
E,40,30,64,0.001,4,4.72527127,0.13244603,0.33073587,6.6
E,40,30,64,0.001,5,4.18023029,0.10260899,0.33073587,6.8
E,40,30,64,0.001,6,3.52129822,0.09414885,0.33073587,6.3
E,40,30,64,0.001,7,3.80700876,0.08601618,0.33073587,6.6
E,40,30,64,0.001,8,2.76314230,0.13826803,0.33073587,6.6
E,40,30,64,0.001,9,3.24122208,0.09870081,0.33073587,6.7
E,40,30,64,0.001,10,3.03100919,0.07345073,0.33073587,6.7
E,40,30,64,0.001,11,3.34212131,0.09570933,0.33073587,6.6
E,40,30,64,0.001,12,3.41101501,0.09257430,0.33073587,6.3
