device,hiddenSize,windowLength,batchSize,learningRate,epoch,trainLoss,esLoss,esLossBaseline,epochSeconds
C,40,30,64,0.001,77,0.65640980,0.17218701,1.01141195,6.5
C,40,30,64,0.001,78,0.66803243,0.16351738,1.01141195,6.7
C,40,30,64,0.001,79,0.91634573,0.18954533,1.01141195,6.2
C,40,30,64,0.001,80,1.53657085,0.17705010,1.01141195,6.6
C,40,30,64,0.001,81,2.30145862,0.21333656,1.01141195,6.7
C,40,30,64,0.001,82,1.88961602,0.19934232,1.01141195,6.5
C,40,30,64,0.001,83,3.14642556,0.27019339,1.01141195,6.7
C,40,30,64,0.001,84,2.67656165,0.22338402,1.01141195,6.6
C,40,30,64,0.001,85,3.59072617,0.25482797,1.01141195,6.7
C,40,30,64,0.001,86,4.10733387,0.24000033,1.01141195,6.5
C,40,30,64,0.001,87,3.25182557,0.22385827,1.01141195,6.3
C,40,30,64,0.001,88,2.28911462,0.26701243,1.01141195,6.5
C,40,30,64,0.001,89,2.27256412,0.21286668,1.01141195,6.7
C,40,30,64,0.001,90,1.97366983,0.23194548,1.01141195,6.7
C,40,30,64,0.001,91,1.72111754,0.19871555,1.01141195,6.5
C,40,30,64,0.001,92,1.03796776,0.20497187,1.01141195,6.7
C,40,30,64,0.001,93,0.99465709,0.20178022,1.01141195,6.5
C,40,30,64,0.001,94,1.00368992,0.19563451,1.01141195,6.3
C,40,30,64,0.001,95,0.92502679,0.19903748,1.01141195,6.5
C,40,30,64,0.001,96,0.77137908,0.19812416,1.01141195,6.5
C,40,30,64,0.001,97,0.72876978,0.19026981,1.01141195,6.6
C,40,30,64,0.001,98,0.59740925,0.18931411,1.01141195,6.6
C,60,30,64,0.001,1,24.49602486,0.67938712,1.01141195,8.4
C,60,30,64,0.001,2,14.10824444,0.42229728,1.01141195,7.9
C,60,30,64,0.001,3,9.14507948,0.51257280,1.01141195,8.4
C,60,30,64,0.001,4,7.12189796,0.31388404,1.01141195,8.2
C,60,30,64,0.001,5,7.05547607,0.45022186,1.01141195,8.3
C,60,30,64,0.001,6,6.00708599,0.34307833,1.01141195,8.4
C,60,30,64,0.001,7,5.31438377,0.27283408,1.01141195,8.2
C,60,30,64,0.001,8,4.44569671,0.25182589,1.01141195,7.9
C,60,30,64,0.001,9,4.53569333,0.39803174,1.01141195,8.2
C,60,30,64,0.001,10,6.68163863,0.33309824,1.01141195,8.3
C,60,30,64,0.001,11,6.55040184,0.30803214,1.01141195,8.2
C,60,30,64,0.001,12,5.76705885,0.25756874,1.01141195,8.2
C,60,30,64,0.001,13,4.22346498,0.26689403,1.01141195,8.2
C,60,30,64,0.001,14,3.80115783,0.29275783,1.01141195,7.9
C,60,30,64,0.001,15,3.47691271,0.23736704,1.01141195,8.2
C,60,30,64,0.001,16,4.93698938,0.30797950,1.01141195,8.3
C,60,30,64,0.001,17,3.44464448,0.24850018,1.01141195,8.1
C,60,30,64,0.001,18,4.36317031,0.31227272,1.01141195,8.4
C,60,30,64,0.001,19,4.04961477,0.29371162,1.01141195,8.4
C,60,30,64,0.001,20,2.86571132,0.20756570,1.01141195,7.9
C,60,30,64,0.001,21,3.33000819,0.23123098,1.01141195,8.1
C,60,30,64,0.001,22,2.46837683,0.16609730,1.01141195,8.3
C,60,30,64,0.001,23,2.17362474,0.21609817,1.01141195,8.1
C,60,30,64,0.001,24,1.99493624,0.15545434,1.01141195,8.2
C,60,30,64,0.001,25,2.32828668,0.24151940,1.01141195,7.9
C,60,30,64,0.001,26,1.82572354,0.16039981,1.01141195,8.4
C,60,30,64,0.001,27,1.67264283,0.21786505,1.01141195,8.2
C,60,30,64,0.001,28,1.40974859,0.14942480,1.01141195,8.1
C,60,30,64,0.001,29,1.41048974,0.17497287,1.01141195,8.2
C,60,30,64,0.001,30,1.23442871,0.14427272,1.01141195,8.1
C,60,30,64,0.001,31,1.19733536,0.14189165,1.01141195,8.0
C,60,30,64,0.001,32,1.08713925,0.16001328,1.01141195,8.3
C,60,30,64,0.001,33,1.27268314,0.15237737,1.01141195,8.6
C,60,30,64,0.001,34,1.58743204,0.20121750,1.01141195,8.1
C,60,30,64,0.001,35,1.73014425,0.14912703,1.01141195,8.2
C,60,30,64,0.001,36,2.06993022,0.17088127,1.01141195,7.9
C,60,30,64,0.001,37,1.78113031,0.15947210,1.01141195,8.4
C,60,30,64,0.001,38,2.57833851,0.18317839,1.01141195,8.2
C,60,30,64,0.001,39,1.35003261,0.16692648,1.01141195,8.2
C,60,30,64,0.001,40,1.67975954,0.17474675,1.01141195,8.2
C,60,30,64,0.001,41,1.98210552,0.16627246,1.01141195,8.2
C,60,30,64,0.001,42,1.65938719,0.17846522,1.01141195,7.9
C,60,30,64,0.001,43,1.62056429,0.16979327,1.01141195,8.1
C,60,30,64,0.001,44,1.24358305,0.14609091,1.01141195,8.2
C,60,30,64,0.001,45,1.78191589,0.20817594,1.01141195,8.2
C,60,30,64,0.001,46,1.37724124,0.15070696,1.01141195,8.2
C,60,30,64,0.001,47,1.23662230,0.15807748,1.01141195,7.9
C,60,30,64,0.001,48,1.04596110,0.13844787,1.01141195,8.3
C,60,30,64,0.001,49,0.98415398,0.12441356,1.01141195,8.2
C,60,30,64,0.001,50,1.02777735,0.15468377,1.01141195,8.3
C,60,30,64,0.001,51,1.12741208,0.17689905,1.01141195,8.3
C,60,30,64,0.001,52,1.54112585,0.19167052,1.01141195,7.9
C,60,30,64,0.001,53,1.53092603,0.18257837,1.01141195,8.3
C,60,30,64,0.001,54,1.20715234,0.14542752,1.01141195,8.4
C,60,30,64,0.001,55,0.80975774,0.16201038,1.01141195,8.3
C,60,30,64,0.001,56,0.65860831,0.15708165,1.01141195,8.2
C,60,30,64,0.001,57,0.73981432,0.15598964,1.01141195,8.4
C,60,30,64,0.001,58,0.69713920,0.14885111,1.01141195,7.9
C,60,30,64,0.001,59,0.53343944,0.14525962,1.01141195,8.2
C,60,30,64,0.001,60,0.57154953,0.14242738,1.01141195,8.2
C,60,30,64,0.001,61,0.76539079,0.15643898,1.01141195,8.4
C,60,30,64,0.001,62,1.01170326,0.15219505,1.01141195,8.2
C,60,30,64,0.001,63,0.76445114,0.14387848,1.01141195,7.9
C,60,30,64,0.001,64,0.75302774,0.15843138,1.01141195,8.4
C,60,30,64,0.001,65,0.99940922,0.15196303,1.01141195,8.1
C,60,30,64,0.001,66,1.31601117,0.19197455,1.01141195,8.4
C,60,30,64,0.001,67,1.34567889,0.14730592,1.01141195,8.2
C,60,30,64,0.001,68,0.72796704,0.15169212,1.01141195,8.4
C,60,30,64,0.001,69,0.83856982,0.17483017,1.01141195,7.9
C,90,30,64,0.001,1,22.81035900,0.68932801,1.01141195,10.8
C,90,30,64,0.001,2,15.27932608,0.38803372,1.01141195,10.8
C,90,30,64,0.001,3,8.97509259,0.52277733,1.01141195,10.8
C,90,30,64,0.001,4,10.79529979,0.39035505,1.01141195,10.7
C,90,30,64,0.001,5,7.23813255,0.35996333,1.01141195,10.9
C,90,30,64,0.001,6,5.92192446,0.33628572,1.01141195,10.5
C,90,30,64,0.001,7,6.10839423,0.31231136,1.01141195,10.8
C,90,30,64,0.001,8,5.99437900,0.35752405,1.01141195,11.0
C,90,30,64,0.001,9,5.13083831,0.26532130,1.01141195,11.0
C,90,30,64,0.001,10,5.01132527,0.40580901,1.01141195,10.9
C,90,30,64,0.001,11,6.27612322,0.23292647,1.01141195,10.7
C,90,30,64,0.001,12,6.90282162,0.23672639,1.01141195,10.5
C,90,30,64,0.001,13,5.91817515,0.30707754,1.01141195,10.9
C,90,30,64,0.001,14,7.11459452,0.31956802,1.01141195,10.9
C,90,30,64,0.001,15,3.67139609,0.24536284,1.01141195,11.0
C,90,30,64,0.001,16,3.80448608,0.27986111,1.01141195,10.7
C,90,30,64,0.001,17,4.78806423,0.28818674,1.01141195,10.7
C,90,30,64,0.001,18,5.20125734,0.23698575,1.01141195,10.5
C,90,30,64,0.001,19,3.64146904,0.33295723,1.01141195,10.9
C,90,30,64,0.001,20,2.26743539,0.21022228,1.01141195,10.9
C,90,30,64,0.001,21,2.09632839,0.23549652,1.01141195,11.0
C,90,30,64,0.001,22,1.75881071,0.17322824,1.01141195,10.7
C,90,30,64,0.001,23,1.57203720,0.20901005,1.01141195,10.5
C,90,30,64,0.001,24,1.44524956,0.16196771,1.01141195,10.9
C,90,30,64,0.001,25,1.01628967,0.14911368,1.01141195,10.7
C,90,30,64,0.001,26,0.94227989,0.15901152,1.01141195,10.9
C,90,30,64,0.001,27,1.20405312,0.13944130,1.01141195,10.9
C,90,30,64,0.001,28,1.63527863,0.16005973,1.01141195,10.7
C,90,30,64,0.001,29,1.72178373,0.14782953,1.01141195,10.4
C,90,30,64,0.001,30,1.54652633,0.13918983,1.01141195,10.8
C,90,30,64,0.001,31,1.50419796,0.15953182,1.01141195,10.8
C,90,30,64,0.001,32,1.45629910,0.14050472,1.01141195,10.8
C,90,30,64,0.001,33,1.80940760,0.16038827,1.01141195,11.0
C,90,30,64,0.001,34,1.70628971,0.12600140,1.01141195,10.8
C,90,30,64,0.001,35,1.51521089,0.13443935,1.01141195,10.5
C,90,30,64,0.001,36,1.36439768,0.11767783,1.01141195,10.9
C,90,30,64,0.001,37,1.20504369,0.13582389,1.01141195,10.8
C,90,30,64,0.001,38,1.14578884,0.11410485,1.01141195,10.8
C,90,30,64,0.001,39,0.92751651,0.13982075,1.01141195,10.9
C,90,30,64,0.001,40,0.83676629,0.12025059,1.01141195,10.5
C,90,30,64,0.001,41,0.90047523,0.11073980,1.01141195,11.0
C,90,30,64,0.001,42,0.90136605,0.12919153,1.01141195,10.9
C,90,30,64,0.001,43,0.96734680,0.11991981,1.01141195,10.9
C,90,30,64,0.001,44,0.94835451,0.13177702,1.01141195,10.8
C,90,30,64,0.001,45,1.18991303,0.14125155,1.01141195,10.8
C,90,30,64,0.001,46,1.39194997,0.13039554,1.01141195,10.5
C,90,30,64,0.001,47,1.29195357,0.13142183,1.01141195,10.9
C,90,30,64,0.001,48,2.12685143,0.16895844,1.01141195,10.7
C,90,30,64,0.001,49,1.98521728,0.13658361,1.01141195,10.9
C,90,30,64,0.001,50,1.26866224,0.13836179,1.01141195,10.9
C,90,30,64,0.001,51,0.90476728,0.12821021,1.01141195,10.5
C,90,30,64,0.001,52,0.68128961,0.12617708,1.01141195,10.8
C,90,30,64,0.001,53,0.64989056,0.14346554,1.01141195,10.9
C,90,30,64,0.001,54,0.84292906,0.13514342,1.01141195,10.9
C,90,30,64,0.001,55,1.47116201,0.21181449,1.01141195,10.8
C,90,30,64,0.001,56,1.61657327,0.20023099,1.01141195,10.6
C,90,30,64,0.001,57,2.57984775,0.18189298,1.01141195,11.0
C,90,30,64,0.001,58,2.40605782,0.19878359,1.01141195,10.9
C,90,30,64,0.001,59,2.02324010,0.19225186,1.01141195,10.9
C,90,30,64,0.001,60,3.43683090,0.21639678,1.01141195,10.8
C,90,30,64,0.001,61,1.80353626,0.18185410,1.01141195,10.5
C,40,60,64,0.001,1,72.94621072,0.69329244,1.01141195,6.7
C,40,60,64,0.001,2,38.07958701,0.51151099,1.01141195,6.7
C,40,60,64,0.001,3,24.45412092,0.50396142,1.01141195,6.5
C,40,60,64,0.001,4,18.14054591,0.45441380,1.01141195,6.7
C,40,60,64,0.001,5,14.22175343,0.48977444,1.01141195,6.8
C,40,60,64,0.001,6,12.19732345,0.42692512,1.01141195,6.2
C,40,60,64,0.001,7,12.10685391,0.47090167,1.01141195,6.5
C,40,60,64,0.001,8,13.36440810,0.45591989,1.01141195,6.8
C,40,60,64,0.001,9,13.28669927,0.44571147,1.01141195,6.7
C,40,60,64,0.001,10,11.02539351,0.45995990,1.01141195,6.6
C,40,60,64,0.001,11,10.75580622,0.49764432,1.01141195,6.7
C,40,60,64,0.001,12,10.39259099,0.42707397,1.01141195,6.8
C,40,60,64,0.001,13,8.34126079,0.43941006,1.01141195,6.3
C,40,60,64,0.001,14,7.40089629,0.40341801,1.01141195,6.5
C,40,60,64,0.001,15,7.58003684,0.42288127,1.01141195,6.8
C,40,60,64,0.001,16,6.59074808,0.38651446,1.01141195,6.7
C,40,60,64,0.001,17,6.33892762,0.41710138,1.01141195,6.8
C,40,60,64,0.001,18,6.15389680,0.36702580,1.01141195,6.6
C,40,60,64,0.001,19,6.12435166,0.40291385,1.01141195,6.4
C,40,60,64,0.001,20,7.21339387,0.35196557,1.01141195,6.5
C,40,60,64,0.001,21,5.78609711,0.36971606,1.01141195,6.8
C,40,60,64,0.001,22,5.29194427,0.34786757,1.01141195,6.5
C,40,60,64,0.001,23,5.73505588,0.36921509,1.01141195,6.7
C,40,60,64,0.001,24,5.90236146,0.34105243,1.01141195,6.3
C,40,60,64,0.001,25,5.20480644,0.33661078,1.01141195,6.6
C,40,60,64,0.001,26,4.34812821,0.32563633,1.01141195,6.7
C,40,60,64,0.001,27,3.70142086,0.31404617,1.01141195,6.5
C,40,60,64,0.001,28,3.56048788,0.31897581,1.01141195,6.6
C,40,60,64,0.001,29,3.29708764,0.29903079,1.01141195,6.3
C,40,60,64,0.001,30,3.08131238,0.30609647,1.01141195,6.6
C,40,60,64,0.001,31,2.97357414,0.28704595,1.01141195,6.5
C,40,60,64,0.001,32,2.88869869,0.30039775,1.01141195,6.7
C,40,60,64,0.001,33,2.99944422,0.28111979,1.01141195,6.6
C,40,60,64,0.001,34,3.08226143,0.30184728,1.01141195,6.5
C,40,60,64,0.001,35,3.49106314,0.28433939,1.01141195,6.3
C,40,60,64,0.001,36,3.08934963,0.27995188,1.01141195,6.7
C,40,60,64,0.001,37,3.35763067,0.28051074,1.01141195,6.5
C,40,60,64,0.001,38,3.05328317,0.26373413,1.01141195,6.5
C,40,60,64,0.001,39,3.08415819,0.26381421,1.01141195,6.5
C,40,60,64,0.001,40,3.17313095,0.26180034,1.01141195,6.3
C,40,60,64,0.001,41,3.24696661,0.25552344,1.01141195,6.5
C,40,60,64,0.001,42,3.39756665,0.27477190,1.01141195,6.6
C,40,60,64,0.001,43,3.02210349,0.25244872,1.01141195,6.7
C,40,60,64,0.001,44,3.29629803,0.26586470,1.01141195,6.6
C,40,60,64,0.001,45,2.66235335,0.23506587,1.01141195,6.5
C,40,60,64,0.001,46,2.49544189,0.24167872,1.01141195,6.4
C,40,60,64,0.001,47,2.28767063,0.22386640,1.01141195,6.5
C,40,60,64,0.001,48,2.25348698,0.24035435,1.01141195,6.6
C,40,60,64,0.001,49,2.19871566,0.21919323,1.01141195,6.7
C,40,60,64,0.001,50,2.29125544,0.24459748,1.01141195,6.7
C,40,60,64,0.001,51,2.42403288,0.21855083,1.01141195,6.5
C,40,60,64,0.001,52,2.54117056,0.24333712,1.01141195,6.2
C,40,60,64,0.001,53,2.69091741,0.21820214,1.01141195,6.6
C,40,60,64,0.001,54,2.35671363,0.22711521,1.01141195,6.5
C,40,60,64,0.001,55,2.20253929,0.21286082,1.01141195,6.7
C,40,60,64,0.001,56,1.96131929,0.21541665,1.01141195,6.8
C,40,60,64,0.001,57,1.83464491,0.20840738,1.01141195,6.5
C,40,60,64,0.001,58,1.73031168,0.20947147,1.01141195,6.3
C,40,60,64,0.001,59,1.66957082,0.20530425,1.01141195,6.7
C,40,60,64,0.001,60,1.63277593,0.20716023,1.01141195,6.7
C,40,60,64,0.001,61,1.55373762,0.20250135,1.01141195,6.7
C,40,60,64,0.001,62,1.52776172,0.20675763,1.01141195,6.5
C,40,60,64,0.001,63,1.52513701,0.20324190,1.01141195,6.2
C,40,60,64,0.001,64,1.65072373,0.20963165,1.01141195,6.5
C,40,60,64,0.001,65,1.79773854,0.20945400,1.01141195,6.7
C,40,60,64,0.001,66,2.36130944,0.20732509,1.01141195,6.8
C,40,60,64,0.001,67,2.19190950,0.20678951,1.01141195,6.6
C,40,60,64,0.001,68,2.73503836,0.21024608,1.01141195,6.5
C,40,60,64,0.001,69,2.22700701,0.20929954,1.01141195,6.3
C,40,60,64,0.001,70,2.39647461,0.20598032,1.01141195,6.5
C,40,60,64,0.001,71,2.18548821,0.21775316,1.01141195,6.8
C,40,60,64,0.001,72,3.41017869,0.23656874,1.01141195,6.7
C,40,60,64,0.001,73,3.13785252,0.21351694,1.01141195,6.5
C,40,60,64,0.001,74,2.80683049,0.20812125,1.01141195,6.5
C,40,60,64,0.001,75,2.43881508,0.21505180,1.01141195,6.3
C,40,60,64,0.001,76,2.28505328,0.20349075,1.01141195,6.8
C,40,60,64,0.001,77,2.50354613,0.21676198,1.01141195,6.7
C,40,60,64,0.001,78,2.10476126,0.19547894,1.01141195,6.5
C,40,60,64,0.001,79,2.76673692,0.21166738,1.01141195,6.7
C,40,60,64,0.001,80,2.67610280,0.20383274,1.01141195,6.8
C,40,60,64,0.001,81,2.82257405,0.19719379,1.01141195,6.3
C,40,60,64,0.001,82,1.77158624,0.20684561,1.01141195,6.6
C,40,60,64,0.001,83,1.42378156,0.20271749,1.01141195,6.6
C,40,60,64,0.001,84,1.25102856,0.19186538,1.01141195,6.6
C,40,60,64,0.001,85,1.15949740,0.19547201,1.01141195,6.6
C,40,60,64,0.001,86,1.09776955,0.19317279,1.01141195,6.5
C,40,60,64,0.001,87,1.06377127,0.19440599,1.01141195,6.3
C,40,60,64,0.001,88,1.04535146,0.19224237,1.01141195,6.5
C,40,60,64,0.001,89,1.03167938,0.19550329,1.01141195,6.7
C,40,60,64,0.001,90,1.04107652,0.18952332,1.01141195,6.8
C,40,60,64,0.001,91,1.05573513,0.19536444,1.01141195,6.7
C,40,60,64,0.001,92,1.07303979,0.18825157,1.01141195,6.3
C,40,60,64,0.001,93,1.07799075,0.19630476,1.01141195,6.5
C,40,60,64,0.001,94,1.16500689,0.18583232,1.01141195,6.7
C,40,60,64,0.001,95,1.27035349,0.20323673,1.01141195,6.8
C,40,60,64,0.001,96,1.46375869,0.18874378,1.01141195,6.7
C,40,60,64,0.001,97,1.73682595,0.21205366,1.01141195,6.6
C,40,60,64,0.001,98,1.79354079,0.19717223,1.01141195,6.3
C,40,60,64,0.001,99,1.94776931,0.21365596,1.01141195,6.6
C,40,60,64,0.001,100,1.66627415,0.19526196,1.01141195,6.5
C,60,60,64,0.001,1,58.36707643,0.67599788,1.01141195,8.3
C,60,60,64,0.001,2,28.07767869,0.53628825,1.01141195,8.2
C,60,60,64,0.001,3,23.50618586,0.54710413,1.01141195,8.3
C,60,60,64,0.001,4,21.22791036,0.43290850,1.01141195,7.9
C,60,60,64,0.001,5,13.76088146,0.41274026,1.01141195,8.3
C,60,60,64,0.001,6,9.97959283,0.36519856,1.01141195,8.1
C,60,60,64,0.001,7,7.92702164,0.36035171,1.01141195,8.3
C,60,60,64,0.001,8,7.27986793,0.31277746,1.01141195,8.4
C,60,60,64,0.001,9,8.42597214,0.39438888,1.01141195,8.2
C,60,60,64,0.001,10,11.56785375,0.31245873,1.01141195,7.9
C,60,60,64,0.001,11,11.30002843,0.31859364,1.01141195,8.3
C,60,60,64,0.001,12,10.43617942,0.27419917,1.01141195,8.4
C,60,60,64,0.001,13,7.91535905,0.25292345,1.01141195,8.2
C,60,60,64,0.001,14,7.31135542,0.29780459,1.01141195,8.2
C,60,60,64,0.001,15,9.41021618,0.25985624,1.01141195,7.9
C,60,60,64,0.001,16,8.57710350,0.26949963,1.01141195,8.3
C,60,60,64,0.001,17,5.16994425,0.23678902,1.01141195,8.4
C,60,60,64,0.001,18,4.44703578,0.22723612,1.01141195,8.4
C,60,60,64,0.001,19,4.15775956,0.22497939,1.01141195,8.2
C,60,60,64,0.001,20,5.52340346,0.21993623,1.01141195,8.3
C,60,60,64,0.001,21,3.49794685,0.19343122,1.01141195,8.0
C,60,60,64,0.001,22,3.18341106,0.22334658,1.01141195,8.2
C,60,60,64,0.001,23,2.78331868,0.18233084,1.01141195,8.2
C,60,60,64,0.001,24,2.72253796,0.21501740,1.01141195,8.1
C,60,60,64,0.001,25,2.68936720,0.17818927,1.01141195,8.2
C,60,60,64,0.001,26,2.75120575,0.21575288,1.01141195,7.9
C,60,60,64,0.001,27,2.76930100,0.17849804,1.01141195,8.3
C,60,60,64,0.001,28,2.79327881,0.20948111,1.01141195,8.4
C,60,60,64,0.001,29,2.66940171,0.17973243,1.01141195,8.2
C,60,60,64,0.001,30,2.62380077,0.20013706,1.01141195,8.4
C,60,60,64,0.001,31,2.69873037,0.18353894,1.01141195,7.9
C,60,60,64,0.001,32,3.10000315,0.19888205,1.01141195,8.3
C,60,60,64,0.001,33,3.32962617,0.19590468,1.01141195,8.2
C,60,60,64,0.001,34,3.99945649,0.19718279,1.01141195,8.2
C,60,60,64,0.001,35,3.25122739,0.19324890,1.01141195,8.2
C,60,60,64,0.001,36,3.70712790,0.21040678,1.01141195,7.9
C,60,60,64,0.001,37,3.66172027,0.18470813,1.01141195,8.4
C,60,60,64,0.001,38,3.22345540,0.18975285,1.01141195,8.4
C,60,60,64,0.001,39,2.75703458,0.17439537,1.01141195,8.4
C,60,60,64,0.001,40,2.10176078,0.17605347,1.01141195,8.3
C,60,60,64,0.001,41,1.90746840,0.16889510,1.01141195,8.3
C,60,60,64,0.001,42,1.72829389,0.16386220,1.01141195,8.0
C,60,60,64,0.001,43,1.77359972,0.17377377,1.01141195,8.3
C,60,60,64,0.001,44,1.74209004,0.15563111,1.01141195,8.3
C,60,60,64,0.001,45,1.95945092,0.18320458,1.01141195,8.4
C,60,60,64,0.001,46,2.03803624,0.15402795,1.01141195,8.2
C,60,60,64,0.001,47,2.39763303,0.19214408,1.01141195,8.1
C,60,60,64,0.001,48,2.29525975,0.15824681,1.01141195,7.9
C,60,60,64,0.001,49,2.11574382,0.17365276,1.01141195,8.4
C,60,60,64,0.001,50,1.68837080,0.16206025,1.01141195,8.3
C,60,60,64,0.001,51,1.53479985,0.15952238,1.01141195,8.3
C,60,60,64,0.001,52,1.54390549,0.15972089,1.01141195,8.3
C,60,60,64,0.001,53,1.76812978,0.16267071,1.01141195,7.9
C,60,60,64,0.001,54,2.07009853,0.16334598,1.01141195,8.4
C,60,60,64,0.001,55,3.23262428,0.17513699,1.01141195,8.3
C,60,60,64,0.001,56,2.65311962,0.15823560,1.01141195,8.4
C,60,60,64,0.001,57,2.72980093,0.19426096,1.01141195,8.2
